Max Height Percentage, Count, Total Collision Count, Time increment tau[s], MaxH, StartH, Count of y_0' < y_max 
34.64%,118,,,,,
34.65%,123,,,,,
34.66%,100,,,,,
34.67%,116,,,,,
34.68%,110,,,,,
34.69%,96,,,,,
34.70%,110,,,,,
34.71%,110,,,,,
34.72%,105,,,,,
34.73%,121,,,,,
34.74%,116,,,,,
34.75%,116,,,,,
34.76%,101,,,,,
34.77%,120,,,,,
34.78%,116,,,,,
34.79%,115,,,,,
34.80%,114,,,,,
34.81%,118,,,,,
34.82%,110,,,,,
34.83%,99,,,,,
34.84%,112,,,,,
34.85%,109,,,,,
34.86%,121,,,,,
34.87%,113,,,,,
34.88%,100,,,,,
34.89%,116,,,,,
34.90%,120,,,,,
34.91%,102,,,,,
34.92%,117,,,,,
34.93%,112,,,,,
34.94%,117,,,,,
34.95%,116,,,,,
34.96%,103,,,,,
34.97%,98,,,,,
34.98%,122,,,,,
34.99%,110,,,,,
35%,118,,,,,
35.01%,127,,,,,
35.02%,109,,,,,
35.03%,111,,,,,
35.04%,124,,,,,
35.05%,117,,,,,
35.06%,103,,,,,
35.07%,84,,,,,
35.08%,106,,,,,
35.09%,113,,,,,
35.10%,129,,,,,
35.11%,119,,,,,
35.12%,100,,,,,
35.13%,103,,,,,
35.14%,109,,,,,
35.15%,94,,,,,
35.16%,110,,,,,
35.17%,109,,,,,
35.18%,109,,,,,
35.19%,110,,,,,
35.20%,101,,,,,
35.21%,94,,,,,
35.22%,108,,,,,
35.23%,116,,,,,
35.24%,105,,,,,
35.25%,106,,,,,
35.26%,111,,,,,
35.27%,124,,,,,
35.28%,112,,,,,
35.29%,113,,,,,
35.30%,121,,,,,
35.31%,104,,,,,
35.32%,94,,,,,
35.33%,107,,,,,
35.34%,102,,,,,
35.35%,98,,,,,
35.36%,105,,,,,
35.37%,112,,,,,
35.38%,100,,,,,
35.39%,101,,,,,
35.40%,116,,,,,
35.41%,103,,,,,
35.42%,110,,,,,
35.43%,91,,,,,
35.44%,89,,,,,
35.45%,100,,,,,
35.46%,101,,,,,
35.47%,120,,,,,
35.48%,110,,,,,
35.49%,108,,,,,
35.50%,106,,,,,
35.51%,112,,,,,
35.52%,95,,,,,
35.53%,76,,,,,
35.54%,95,,,,,
35.55%,113,,,,,
35.56%,133,,,,,
35.57%,109,,,,,
35.58%,103,,,,,
35.59%,106,,,,,
35.60%,101,,,,,
35.61%,104,,,,,
35.62%,111,,,,,
35.63%,102,,,,,
35.64%,103,,,,,
35.65%,124,,,,,
35.66%,116,,,,,
35.67%,129,,,,,
35.68%,115,,,,,
35.69%,116,,,,,
35.70%,114,,,,,
35.71%,93,,,,,
35.72%,91,,,,,
35.73%,93,,,,,
35.74%,94,,,,,
35.75%,97,,,,,
35.76%,91,,,,,
35.77%,105,,,,,
35.78%,96,,,,,
35.79%,102,,,,,
35.80%,111,,,,,
35.81%,106,,,,,
35.82%,84,,,,,
35.83%,103,,,,,
35.84%,104,,,,,
35.85%,102,,,,,
35.86%,110,,,,,
35.87%,98,,,,,
35.88%,121,,,,,
35.89%,113,,,,,
35.90%,99,,,,,
35.91%,101,,,,,
35.92%,111,,,,,
35.93%,94,,,,,
35.94%,91,,,,,
35.95%,127,,,,,
35.96%,102,,,,,
35.97%,125,,,,,
35.98%,86,,,,,
35.99%,107,,,,,
36%,97,,,,,
36.01%,100,,,,,
36.02%,111,,,,,
36.03%,107,,,,,
36.04%,104,,,,,
36.05%,96,,,,,
36.06%,86,,,,,
36.07%,104,,,,,
36.08%,101,,,,,
36.09%,110,,,,,
36.10%,103,,,,,
36.11%,83,,,,,
36.12%,117,,,,,
36.13%,100,,,,,
36.14%,103,,,,,
36.15%,101,,,,,
36.16%,121,,,,,
36.17%,94,,,,,
36.18%,95,,,,,
36.19%,106,,,,,
36.20%,97,,,,,
36.21%,128,,,,,
36.22%,106,,,,,
36.23%,112,,,,,
36.24%,104,,,,,
36.25%,114,,,,,
36.26%,110,,,,,
36.27%,102,,,,,
36.28%,98,,,,,
36.29%,81,,,,,
36.30%,118,,,,,
36.31%,101,,,,,
36.32%,107,,,,,
36.33%,88,,,,,
36.34%,94,,,,,
36.35%,104,,,,,
36.36%,115,,,,,
36.37%,114,,,,,
36.38%,107,,,,,
36.39%,98,,,,,
36.40%,108,,,,,
36.41%,100,,,,,
36.42%,111,,,,,
36.43%,110,,,,,
36.44%,92,,,,,
36.45%,104,,,,,
36.46%,115,,,,,
36.47%,93,,,,,
36.48%,112,,,,,
36.49%,114,,,,,
36.50%,89,,,,,
36.51%,90,,,,,
36.52%,90,,,,,
36.53%,91,,,,,
36.54%,107,,,,,
36.55%,88,,,,,
36.56%,97,,,,,
36.57%,78,,,,,
36.58%,97,,,,,
36.59%,97,,,,,
36.60%,90,,,,,
36.61%,106,,,,,
36.62%,96,,,,,
36.63%,84,,,,,
36.64%,105,,,,,
36.65%,98,,,,,
36.66%,98,,,,,
36.67%,99,,,,,
36.68%,96,,,,,
36.69%,93,,,,,
36.70%,86,,,,,
36.71%,83,,,,,
36.72%,88,,,,,
36.73%,89,,,,,
36.74%,115,,,,,
36.75%,110,,,,,
36.76%,94,,,,,
36.77%,90,,,,,
36.78%,102,,,,,
36.79%,112,,,,,
36.80%,108,,,,,
36.81%,127,,,,,
36.82%,88,,,,,
36.83%,86,,,,,
36.84%,95,,,,,
36.85%,104,,,,,
36.86%,92,,,,,
36.87%,104,,,,,
36.88%,95,,,,,
36.89%,108,,,,,
36.90%,107,,,,,
36.91%,94,,,,,
36.92%,114,,,,,
36.93%,98,,,,,
36.94%,93,,,,,
36.95%,116,,,,,
36.96%,105,,,,,
36.97%,102,,,,,
36.98%,86,,,,,
36.99%,91,,,,,
37%,101,,,,,
37.01%,102,,,,,
37.02%,93,,,,,
37.03%,88,,,,,
37.04%,99,,,,,
37.05%,107,,,,,
37.06%,97,,,,,
37.07%,95,,,,,
37.08%,82,,,,,
37.09%,97,,,,,
37.10%,92,,,,,
37.11%,105,,,,,
37.12%,96,,,,,
37.13%,102,,,,,
37.14%,103,,,,,
37.15%,104,,,,,
37.16%,101,,,,,
37.17%,97,,,,,
37.18%,107,,,,,
37.19%,100,,,,,
37.20%,99,,,,,
37.21%,99,,,,,
37.22%,98,,,,,
37.23%,84,,,,,
37.24%,119,,,,,
37.25%,99,,,,,
37.26%,101,,,,,
37.27%,96,,,,,
37.28%,102,,,,,
37.29%,93,,,,,
37.30%,92,,,,,
37.31%,102,,,,,
37.32%,94,,,,,
37.33%,110,,,,,
37.34%,94,,,,,
37.35%,121,,,,,
37.36%,78,,,,,
37.37%,84,,,,,
37.38%,94,,,,,
37.39%,91,,,,,
37.40%,110,,,,,
37.41%,97,,,,,
37.42%,100,,,,,
37.43%,96,,,,,
37.44%,93,,,,,
37.45%,113,,,,,
37.46%,86,,,,,
37.47%,97,,,,,
37.48%,84,,,,,
37.49%,99,,,,,
37.50%,90,,,,,
37.51%,91,,,,,
37.52%,93,,,,,
37.53%,106,,,,,
37.54%,103,,,,,
37.55%,80,,,,,
37.56%,104,,,,,
37.57%,100,,,,,
37.58%,90,,,,,
37.59%,102,,,,,
37.60%,101,,,,,
37.61%,102,,,,,
37.62%,96,,,,,
37.63%,92,,,,,
37.64%,81,,,,,
37.65%,117,,,,,
37.66%,97,,,,,
37.67%,110,,,,,
37.68%,107,,,,,
37.69%,102,,,,,
37.70%,101,,,,,
37.71%,101,,,,,
37.72%,97,,,,,
37.73%,97,,,,,
37.74%,103,,,,,
37.75%,100,,,,,
37.76%,108,,,,,
37.77%,109,,,,,
37.78%,92,,,,,
37.79%,96,,,,,
37.80%,98,,,,,
37.81%,107,,,,,
37.82%,93,,,,,
37.83%,74,,,,,
37.84%,98,,,,,
37.85%,97,,,,,
37.86%,93,,,,,
37.87%,97,,,,,
37.88%,94,,,,,
37.89%,80,,,,,
37.90%,99,,,,,
37.91%,93,,,,,
37.92%,98,,,,,
37.93%,78,,,,,
37.94%,93,,,,,
37.95%,87,,,,,
37.96%,98,,,,,
37.97%,92,,,,,
37.98%,81,,,,,
37.99%,104,,,,,
38%,86,,,,,
38.01%,84,,,,,
38.02%,78,,,,,
38.03%,81,,,,,
38.04%,122,,,,,
38.05%,86,,,,,
38.06%,111,,,,,
38.07%,100,,,,,
38.08%,102,,,,,
38.09%,91,,,,,
38.10%,94,,,,,
38.11%,77,,,,,
38.12%,97,,,,,
38.13%,90,,,,,
38.14%,88,,,,,
38.15%,117,,,,,
38.16%,95,,,,,
38.17%,100,,,,,
38.18%,83,,,,,
38.19%,87,,,,,
38.20%,105,,,,,
38.21%,88,,,,,
38.22%,81,,,,,
38.23%,77,,,,,
38.24%,96,,,,,
38.25%,87,,,,,
38.26%,107,,,,,
38.27%,94,,,,,
38.28%,110,,,,,
38.29%,114,,,,,
38.30%,79,,,,,
38.31%,96,,,,,
38.32%,89,,,,,
38.33%,83,,,,,
38.34%,83,,,,,
38.35%,93,,,,,
38.36%,94,,,,,
38.37%,82,,,,,
38.38%,94,,,,,
38.39%,85,,,,,
38.40%,99,,,,,
38.41%,82,,,,,
38.42%,91,,,,,
38.43%,83,,,,,
38.44%,96,,,,,
38.45%,94,,,,,
38.46%,79,,,,,
38.47%,92,,,,,
38.48%,84,,,,,
38.49%,88,,,,,
38.50%,82,,,,,
38.51%,93,,,,,
38.52%,104,,,,,
38.53%,80,,,,,
38.54%,93,,,,,
38.55%,89,,,,,
38.56%,109,,,,,
38.57%,91,,,,,
38.58%,88,,,,,
38.59%,98,,,,,
38.60%,80,,,,,
38.61%,98,,,,,
38.62%,80,,,,,
38.63%,86,,,,,
38.64%,91,,,,,
38.65%,78,,,,,
38.66%,91,,,,,
38.67%,84,,,,,
38.68%,81,,,,,
38.69%,96,,,,,
38.70%,81,,,,,
38.71%,94,,,,,
38.72%,93,,,,,
38.73%,93,,,,,
38.74%,77,,,,,
38.75%,99,,,,,
38.76%,77,,,,,
38.77%,83,,,,,
38.78%,81,,,,,
38.79%,83,,,,,
38.80%,93,,,,,
38.81%,96,,,,,
38.82%,90,,,,,
38.83%,95,,,,,
38.84%,89,,,,,
38.85%,93,,,,,
38.86%,76,,,,,
38.87%,90,,,,,
38.88%,95,,,,,
38.89%,85,,,,,
38.90%,87,,,,,
38.91%,89,,,,,
38.92%,77,,,,,
38.93%,60,,,,,
38.94%,78,,,,,
38.95%,109,,,,,
38.96%,76,,,,,
38.97%,94,,,,,
38.98%,79,,,,,
38.99%,92,,,,,
39%,114,,,,,
39.01%,100,,,,,
39.02%,72,,,,,
39.03%,99,,,,,
39.04%,93,,,,,
39.05%,92,,,,,
39.06%,82,,,,,
39.07%,94,,,,,
39.08%,72,,,,,
39.09%,90,,,,,
39.10%,92,,,,,
39.11%,83,,,,,
39.12%,88,,,,,
39.13%,81,,,,,
39.14%,79,,,,,
39.15%,89,,,,,
39.16%,79,,,,,
39.17%,82,,,,,
39.18%,102,,,,,
39.19%,84,,,,,
39.20%,76,,,,,
39.21%,88,,,,,
39.22%,97,,,,,
39.23%,82,,,,,
39.24%,96,,,,,
39.25%,77,,,,,
39.26%,78,,,,,
39.27%,85,,,,,
39.28%,89,,,,,
39.29%,75,,,,,
39.30%,71,,,,,
39.31%,79,,,,,
39.32%,92,,,,,
39.33%,96,,,,,
39.34%,85,,,,,
39.35%,77,,,,,
39.36%,81,,,,,
39.37%,73,,,,,
39.38%,92,,,,,
39.39%,84,,,,,
39.40%,92,,,,,
39.41%,89,,,,,
39.42%,80,,,,,
39.43%,100,,,,,
39.44%,81,,,,,
39.45%,94,,,,,
39.46%,81,,,,,
39.47%,83,,,,,
39.48%,85,,,,,
39.49%,69,,,,,
39.50%,82,,,,,
39.51%,94,,,,,
39.52%,72,,,,,
39.53%,97,,,,,
39.54%,80,,,,,
39.55%,94,,,,,
39.56%,86,,,,,
39.57%,92,,,,,
39.58%,90,,,,,
39.59%,91,,,,,
39.60%,92,,,,,
39.61%,81,,,,,
39.62%,88,,,,,
39.63%,85,,,,,
39.64%,90,,,,,
39.65%,72,,,,,
39.66%,82,,,,,
39.67%,76,,,,,
39.68%,97,,,,,
39.69%,107,,,,,
39.70%,73,,,,,
39.71%,78,,,,,
39.72%,82,,,,,
39.73%,76,,,,,
39.74%,81,,,,,
39.75%,74,,,,,
39.76%,84,,,,,
39.77%,100,,,,,
39.78%,95,,,,,
39.79%,78,,,,,
39.80%,90,,,,,
39.81%,68,,,,,
39.82%,74,,,,,
39.83%,95,,,,,
39.84%,91,,,,,
39.85%,67,,,,,
39.86%,85,,,,,
39.87%,102,,,,,
39.88%,85,,,,,
39.89%,91,,,,,
39.90%,105,,,,,
39.91%,87,,,,,
39.92%,88,,,,,
39.93%,81,,,,,
39.94%,75,,,,,
39.95%,76,,,,,
39.96%,81,,,,,
39.97%,94,,,,,
39.98%,77,,,,,
39.99%,91,,,,,
40%,74,,,,,
40.01%,89,,,,,
40.02%,83,,,,,
40.03%,70,,,,,
40.04%,86,,,,,
40.05%,87,,,,,
40.06%,99,,,,,
40.07%,85,,,,,
40.08%,78,,,,,
40.09%,76,,,,,
40.10%,69,,,,,
40.11%,88,,,,,
40.12%,90,,,,,
40.13%,81,,,,,
40.14%,85,,,,,
40.15%,79,,,,,
40.16%,69,,,,,
40.17%,81,,,,,
40.18%,81,,,,,
40.19%,94,,,,,
40.20%,79,,,,,
40.21%,76,,,,,
40.22%,77,,,,,
40.23%,85,,,,,
40.24%,84,,,,,
40.25%,97,,,,,
40.26%,81,,,,,
40.27%,54,,,,,
40.28%,81,,,,,
40.29%,84,,,,,
40.30%,89,,,,,
40.31%,81,,,,,
40.32%,71,,,,,
40.33%,76,,,,,
40.34%,68,,,,,
40.35%,85,,,,,
40.36%,74,,,,,
40.37%,62,,,,,
40.38%,90,,,,,
40.39%,78,,,,,
40.40%,91,,,,,
40.41%,79,,,,,
40.42%,70,,,,,
40.43%,79,,,,,
40.44%,93,,,,,
40.45%,89,,,,,
40.46%,82,,,,,
40.47%,93,,,,,
40.48%,89,,,,,
40.49%,78,,,,,
40.50%,76,,,,,
40.51%,89,,,,,
40.52%,79,,,,,
40.53%,84,,,,,
40.54%,94,,,,,
40.55%,73,,,,,
40.56%,79,,,,,
40.57%,73,,,,,
40.58%,80,,,,,
40.59%,72,,,,,
40.60%,69,,,,,
40.61%,84,,,,,
40.62%,91,,,,,
40.63%,74,,,,,
40.64%,76,,,,,
40.65%,95,,,,,
40.66%,68,,,,,
40.67%,83,,,,,
40.68%,88,,,,,
40.69%,67,,,,,
40.70%,82,,,,,
40.71%,69,,,,,
40.72%,101,,,,,
40.73%,70,,,,,
40.74%,79,,,,,
40.75%,82,,,,,
40.76%,81,,,,,
40.77%,80,,,,,
40.78%,73,,,,,
40.79%,83,,,,,
40.80%,74,,,,,
40.81%,75,,,,,
40.82%,76,,,,,
40.83%,73,,,,,
40.84%,84,,,,,
40.85%,73,,,,,
40.86%,74,,,,,
40.87%,76,,,,,
40.88%,75,,,,,
40.89%,76,,,,,
40.90%,78,,,,,
40.91%,83,,,,,
40.92%,94,,,,,
40.93%,82,,,,,
40.94%,68,,,,,
40.95%,70,,,,,
40.96%,60,,,,,
40.97%,86,,,,,
40.98%,68,,,,,
40.99%,85,,,,,
41%,79,,,,,
41.01%,72,,,,,
41.02%,82,,,,,
41.03%,65,,,,,
41.04%,75,,,,,
41.05%,81,,,,,
41.06%,72,,,,,
41.07%,73,,,,,
41.08%,77,,,,,
41.09%,83,,,,,
41.10%,81,,,,,
41.11%,77,,,,,
41.12%,76,,,,,
41.13%,74,,,,,
41.14%,82,,,,,
41.15%,81,,,,,
41.16%,75,,,,,
41.17%,72,,,,,
41.18%,56,,,,,
41.19%,67,,,,,
41.20%,83,,,,,
41.21%,59,,,,,
41.22%,71,,,,,
41.23%,57,,,,,
41.24%,69,,,,,
41.25%,66,,,,,
41.26%,82,,,,,
41.27%,78,,,,,
41.28%,81,,,,,
41.29%,82,,,,,
41.30%,70,,,,,
41.31%,77,,,,,
41.32%,59,,,,,
41.33%,73,,,,,
41.34%,70,,,,,
41.35%,80,,,,,
41.36%,67,,,,,
41.37%,81,,,,,
41.38%,89,,,,,
41.39%,80,,,,,
41.40%,69,,,,,
41.41%,77,,,,,
41.42%,72,,,,,
41.43%,97,,,,,
41.44%,73,,,,,
41.45%,67,,,,,
41.46%,66,,,,,
41.47%,90,,,,,
41.48%,76,,,,,
41.49%,71,,,,,
41.50%,74,,,,,
41.51%,79,,,,,
41.52%,71,,,,,
41.53%,78,,,,,
41.54%,67,,,,,
41.55%,82,,,,,
41.56%,58,,,,,
41.57%,62,,,,,
41.58%,74,,,,,
41.59%,78,,,,,
41.60%,80,,,,,
41.61%,67,,,,,
41.62%,72,,,,,
41.63%,62,,,,,
41.64%,90,,,,,
41.65%,77,,,,,
41.66%,87,,,,,
41.67%,76,,,,,
41.68%,81,,,,,
41.69%,80,,,,,
41.70%,76,,,,,
41.71%,56,,,,,
41.72%,72,,,,,
41.73%,69,,,,,
41.74%,70,,,,,
41.75%,66,,,,,
41.76%,60,,,,,
41.77%,59,,,,,
41.78%,66,,,,,
41.79%,72,,,,,
41.80%,70,,,,,
41.81%,82,,,,,
41.82%,76,,,,,
41.83%,69,,,,,
41.84%,72,,,,,
41.85%,75,,,,,
41.86%,79,,,,,
41.87%,92,,,,,
41.88%,73,,,,,
41.89%,72,,,,,
41.90%,85,,,,,
41.91%,65,,,,,
41.92%,71,,,,,
41.93%,69,,,,,
41.94%,83,,,,,
41.95%,71,,,,,
41.96%,83,,,,,
41.97%,86,,,,,
41.98%,83,,,,,
41.99%,87,,,,,
42%,79,,,,,
42.01%,75,,,,,
42.02%,63,,,,,
42.03%,69,,,,,
42.04%,68,,,,,
42.05%,73,,,,,
42.06%,78,,,,,
42.07%,82,,,,,
42.08%,68,,,,,
42.09%,75,,,,,
42.10%,73,,,,,
42.11%,63,,,,,
42.12%,67,,,,,
42.13%,68,,,,,
42.14%,80,,,,,
42.15%,73,,,,,
42.16%,80,,,,,
42.17%,73,,,,,
42.18%,69,,,,,
42.19%,62,,,,,
42.20%,69,,,,,
42.21%,62,,,,,
42.22%,79,,,,,
42.23%,65,,,,,
42.24%,82,,,,,
42.25%,87,,,,,
42.26%,77,,,,,
42.27%,74,,,,,
42.28%,83,,,,,
42.29%,66,,,,,
42.30%,72,,,,,
42.31%,77,,,,,
42.32%,75,,,,,
42.33%,69,,,,,
42.34%,84,,,,,
42.35%,77,,,,,
42.36%,61,,,,,
42.37%,70,,,,,
42.38%,56,,,,,
42.39%,75,,,,,
42.40%,67,,,,,
42.41%,80,,,,,
42.42%,66,,,,,
42.43%,71,,,,,
42.44%,85,,,,,
42.45%,84,,,,,
42.46%,68,,,,,
42.47%,66,,,,,
42.48%,69,,,,,
42.49%,77,,,,,
42.50%,77,,,,,
42.51%,66,,,,,
42.52%,67,,,,,
42.53%,69,,,,,
42.54%,61,,,,,
42.55%,72,,,,,
42.56%,81,,,,,
42.57%,75,,,,,
42.58%,61,,,,,
42.59%,73,,,,,
42.60%,76,,,,,
42.61%,67,,,,,
42.62%,81,,,,,
42.63%,94,,,,,
42.64%,65,,,,,
42.65%,70,,,,,
42.66%,79,,,,,
42.67%,68,,,,,
42.68%,71,,,,,
42.69%,84,,,,,
42.70%,65,,,,,
42.71%,56,,,,,
42.72%,77,,,,,
42.73%,58,,,,,
42.74%,85,,,,,
42.75%,69,,,,,
42.76%,74,,,,,
42.77%,68,,,,,
42.78%,62,,,,,
42.79%,83,,,,,
42.80%,58,,,,,
42.81%,81,,,,,
42.82%,65,,,,,
42.83%,83,,,,,
42.84%,61,,,,,
42.85%,67,,,,,
42.86%,66,,,,,
42.87%,67,,,,,
42.88%,80,,,,,
42.89%,67,,,,,
42.90%,78,,,,,
42.91%,78,,,,,
42.92%,77,,,,,
42.93%,83,,,,,
42.94%,60,,,,,
42.95%,75,,,,,
42.96%,71,,,,,
42.97%,60,,,,,
42.98%,72,,,,,
42.99%,79,,,,,
43%,71,,,,,
43.01%,58,,,,,
43.02%,73,,,,,
43.03%,69,,,,,
43.04%,74,,,,,
43.05%,63,,,,,
43.06%,60,,,,,
43.07%,66,,,,,
43.08%,67,,,,,
43.09%,64,,,,,
43.10%,74,,,,,
43.11%,75,,,,,
43.12%,79,,,,,
43.13%,82,,,,,
43.14%,81,,,,,
43.15%,68,,,,,
43.16%,60,,,,,
43.17%,77,,,,,
43.18%,69,,,,,
43.19%,61,,,,,
43.20%,67,,,,,
43.21%,74,,,,,
43.22%,72,,,,,
43.23%,63,,,,,
43.24%,69,,,,,
43.25%,61,,,,,
43.26%,73,,,,,
43.27%,75,,,,,
43.28%,62,,,,,
43.29%,59,,,,,
43.30%,76,,,,,
43.31%,64,,,,,
43.32%,74,,,,,
43.33%,72,,,,,
43.34%,68,,,,,
43.35%,50,,,,,
43.36%,71,,,,,
43.37%,69,,,,,
43.38%,79,,,,,
43.39%,77,,,,,
43.40%,69,,,,,
43.41%,88,,,,,
43.42%,69,,,,,
43.43%,71,,,,,
43.44%,77,,,,,
43.45%,67,,,,,
43.46%,56,,,,,
43.47%,61,,,,,
43.48%,77,,,,,
43.49%,75,,,,,
43.50%,64,,,,,
43.51%,72,,,,,
43.52%,69,,,,,
43.53%,67,,,,,
43.54%,69,,,,,
43.55%,77,,,,,
43.56%,57,,,,,
43.57%,60,,,,,
43.58%,66,,,,,
43.59%,82,,,,,
43.60%,69,,,,,
43.61%,61,,,,,
43.62%,68,,,,,
43.63%,55,,,,,
43.64%,67,,,,,
43.65%,69,,,,,
43.66%,61,,,,,
43.67%,81,,,,,
43.68%,51,,,,,
43.69%,64,,,,,
43.70%,61,,,,,
43.71%,72,,,,,
43.72%,75,,,,,
43.73%,55,,,,,
43.74%,65,,,,,
43.75%,56,,,,,
43.76%,66,,,,,
43.77%,71,,,,,
43.78%,65,,,,,
43.79%,57,,,,,
43.80%,73,,,,,
43.81%,63,,,,,
43.82%,68,,,,,
43.83%,72,,,,,
43.84%,65,,,,,
43.85%,68,,,,,
43.86%,56,,,,,
43.87%,58,,,,,
43.88%,66,,,,,
43.89%,86,,,,,
43.90%,68,,,,,
43.91%,69,,,,,
43.92%,65,,,,,
43.93%,56,,,,,
43.94%,67,,,,,
43.95%,75,,,,,
43.96%,72,,,,,
43.97%,64,,,,,
43.98%,68,,,,,
43.99%,80,,,,,
44%,62,,,,,
44.01%,67,,,,,
44.02%,71,,,,,
44.03%,58,,,,,
44.04%,67,,,,,
44.05%,57,,,,,
44.06%,65,,,,,
44.07%,66,,,,,
44.08%,63,,,,,
44.09%,73,,,,,
44.10%,66,,,,,
44.11%,64,,,,,
44.12%,66,,,,,
44.13%,67,,,,,
44.14%,68,,,,,
44.15%,59,,,,,
44.16%,57,,,,,
44.17%,78,,,,,
44.18%,68,,,,,
44.19%,47,,,,,
44.20%,63,,,,,
44.21%,83,,,,,
44.22%,63,,,,,
44.23%,60,,,,,
44.24%,54,,,,,
44.25%,69,,,,,
44.26%,56,,,,,
44.27%,59,,,,,
44.28%,59,,,,,
44.29%,74,,,,,
44.30%,66,,,,,
44.31%,64,,,,,
44.32%,71,,,,,
44.33%,55,,,,,
44.34%,67,,,,,
44.35%,79,,,,,
44.36%,64,,,,,
44.37%,57,,,,,
44.38%,72,,,,,
44.39%,62,,,,,
44.40%,69,,,,,
44.41%,58,,,,,
44.42%,61,,,,,
44.43%,72,,,,,
44.44%,71,,,,,
44.45%,62,,,,,
44.46%,60,,,,,
44.47%,57,,,,,
44.48%,66,,,,,
44.49%,57,,,,,
44.50%,56,,,,,
44.51%,59,,,,,
44.52%,60,,,,,
44.53%,56,,,,,
44.54%,59,,,,,
44.55%,74,,,,,
44.56%,57,,,,,
44.57%,56,,,,,
44.58%,70,,,,,
44.59%,63,,,,,
44.60%,70,,,,,
44.61%,61,,,,,
44.62%,67,,,,,
44.63%,75,,,,,
44.64%,59,,,,,
44.65%,47,,,,,
44.66%,56,,,,,
44.67%,49,,,,,
44.68%,60,,,,,
44.69%,63,,,,,
44.70%,65,,,,,
44.71%,67,,,,,
44.72%,67,,,,,
44.73%,52,,,,,
44.74%,56,,,,,
44.75%,53,,,,,
44.76%,58,,,,,
44.77%,50,,,,,
44.78%,50,,,,,
44.79%,65,,,,,
44.80%,55,,,,,
44.81%,60,,,,,
44.82%,68,,,,,
44.83%,62,,,,,
44.84%,51,,,,,
44.85%,66,,,,,
44.86%,54,,,,,
44.87%,57,,,,,
44.88%,72,,,,,
44.89%,57,,,,,
44.90%,55,,,,,
44.91%,58,,,,,
44.92%,51,,,,,
44.93%,67,,,,,
44.94%,68,,,,,
44.95%,60,,,,,
44.96%,47,,,,,
44.97%,58,,,,,
44.98%,70,,,,,
44.99%,51,,,,,
45%,62,,,,,
45.01%,64,,,,,
45.02%,55,,,,,
45.03%,50,,,,,
45.04%,62,,,,,
45.05%,64,,,,,
45.06%,55,,,,,
45.07%,58,,,,,
45.08%,65,,,,,
45.09%,86,,,,,
45.10%,48,,,,,
45.11%,58,,,,,
45.12%,67,,,,,
45.13%,72,,,,,
45.14%,72,,,,,
45.15%,64,,,,,
45.16%,60,,,,,
45.17%,56,,,,,
45.18%,52,,,,,
45.19%,62,,,,,
45.20%,54,,,,,
45.21%,50,,,,,
45.22%,61,,,,,
45.23%,62,,,,,
45.24%,61,,,,,
45.25%,62,,,,,
45.26%,55,,,,,
45.27%,72,,,,,
45.28%,60,,,,,
45.29%,65,,,,,
45.30%,70,,,,,
45.31%,57,,,,,
45.32%,73,,,,,
45.33%,67,,,,,
45.34%,68,,,,,
45.35%,64,,,,,
45.36%,57,,,,,
45.37%,50,,,,,
45.38%,70,,,,,
45.39%,50,,,,,
45.40%,52,,,,,
45.41%,69,,,,,
45.42%,64,,,,,
45.43%,53,,,,,
45.44%,66,,,,,
45.45%,45,,,,,
45.46%,59,,,,,
45.47%,66,,,,,
45.48%,58,,,,,
45.49%,52,,,,,
45.50%,68,,,,,
45.51%,56,,,,,
45.52%,68,,,,,
45.53%,70,,,,,
45.54%,51,,,,,
45.55%,67,,,,,
45.56%,57,,,,,
45.57%,65,,,,,
45.58%,56,,,,,
45.59%,47,,,,,
45.60%,56,,,,,
45.61%,62,,,,,
45.62%,65,,,,,
45.63%,49,,,,,
45.64%,73,,,,,
45.65%,46,,,,,
45.66%,66,,,,,
45.67%,71,,,,,
45.68%,56,,,,,
45.69%,57,,,,,
45.70%,60,,,,,
45.71%,57,,,,,
45.72%,52,,,,,
45.73%,70,,,,,
45.74%,58,,,,,
45.75%,72,,,,,
45.76%,59,,,,,
45.77%,55,,,,,
45.78%,61,,,,,
45.79%,67,,,,,
45.80%,56,,,,,
45.81%,61,,,,,
45.82%,50,,,,,
45.83%,64,,,,,
45.84%,60,,,,,
45.85%,66,,,,,
45.86%,56,,,,,
45.87%,67,,,,,
45.88%,67,,,,,
45.89%,48,,,,,
45.90%,58,,,,,
45.91%,69,,,,,
45.92%,59,,,,,
45.93%,51,,,,,
45.94%,54,,,,,
45.95%,64,,,,,
45.96%,72,,,,,
45.97%,47,,,,,
45.98%,49,,,,,
45.99%,50,,,,,
46%,56,,,,,
46.01%,44,,,,,
46.02%,63,,,,,
46.03%,59,,,,,
46.04%,61,,,,,
46.05%,52,,,,,
46.06%,49,,,,,
46.07%,59,,,,,
46.08%,58,,,,,
46.09%,51,,,,,
46.10%,46,,,,,
46.11%,64,,,,,
46.12%,58,,,,,
46.13%,57,,,,,
46.14%,55,,,,,
46.15%,73,,,,,
46.16%,47,,,,,
46.17%,57,,,,,
46.18%,72,,,,,
46.19%,63,,,,,
46.20%,48,,,,,
46.21%,48,,,,,
46.22%,75,,,,,
46.23%,43,,,,,
46.24%,59,,,,,
46.25%,60,,,,,
46.26%,45,,,,,
46.27%,55,,,,,
