"Latest: Time (s)","Latest: Magnetic Field (mT)"
3.52,0.0373914230586
3.525,0.0373914230586
3.53,0.0332086076305
3.535,0.0332086076305
3.54,0.0292718401688
3.545,0.0250890247407
3.55,0.021152257279
3.555,0.016969441851
3.56,0.00884985896118
3.565,0.000730276071408
3.57,-0.00738930681837
3.575,-0.0113260742801
3.58,-0.0236284725979
3.585,-0.0317480554877
3.59,-0.0479872212672
3.595,-0.056106804157
3.6,-0.0723459699366
3.605,-0.0846483682544
3.61,-0.100887534034
3.615,-0.113189932352
3.62,-0.133611913559
3.625,-0.153787846801
3.63,-0.166090245119
3.635,-0.190448993788
3.64,-0.214807742457
3.645,-0.227110140775
3.65,-0.259588472334
3.655,-0.280010453542
3.66,-0.300432434749
3.665,-0.32872795088
3.67,-0.35308669955
3.675,-0.385811079075
3.68,-0.418289410634
3.685,-0.442648159304
3.69,-0.471189723401
3.695,-0.50366805496
3.7,-0.532209619058
3.705,-0.560751183155
3.71,-0.597412330142
3.715,-0.625707846273
3.72,-0.654249410371
3.725,-0.682790974468
3.73,-0.719452121455
3.735,-0.747747637586
3.74,-0.776289201684
3.745,-0.804830765781
3.75,-0.83730909734
3.755,-0.861667846009
3.76,-0.890209410107
3.765,-0.918750974204
3.77,-0.939172955412
3.775,-0.959348888653
3.78,-0.98789045275
3.785,-1.01224920142
3.79,-1.02455159974
3.795,-1.04497358095
3.8,-1.06121274672
3.805,-1.07326909708
3.81,-1.08557149539
3.815,-1.09787389371
3.82,-1.10993024406
3.825,-1.10993024406
3.83,-1.11804982695
3.835,-1.12223264238
3.84,-1.12616940984
3.845,-1.12616940984
3.85,-1.12616940984
3.855,-1.12223264238
3.86,-1.11804982695
3.865,-1.10993024406
3.87,-1.09787389371
3.875,-1.09369107828
3.88,-1.0774519125
3.885,-1.06514951419
3.89,-1.04891034841
3.895,-1.03267118263
3.9,-1.01643201685
3.905,-1.00019285107
3.91,-0.983953685289
3.915,-0.959348888653
3.92,-0.934990139984
3.925,-0.910631391314
3.93,-0.886272642645
3.935,-0.857731078548
3.94,-0.82918951445
3.945,-0.804830765781
3.95,-0.772352434222
3.955,-0.743810870124
3.96,-0.711332538565
3.965,-0.682790974468
3.97,-0.654249410371
3.975,-0.617588263383
3.98,-0.593229514714
3.985,-0.560751183155
3.99,-0.524090036168
3.995,-0.49554847207
4,-0.463070140511
4.005,-0.438711391842
4.01,-0.405987012316
4.015,-0.377691496185
4.02,-0.35308669955
4.025,-0.324791183419
4.03,-0.296249619321
4.035,-0.275827638114
4.04,-0.251468889444
4.045,-0.227110140775
4.05,-0.202751392106
4.055,-0.182329410898
4.06,-0.166090245119
4.065,-0.149851079339
4.07,-0.133611913559
4.075,-0.121309515242
4.08,-0.0969507665723
4.085,-0.0888311836825
4.09,-0.0765287853646
4.095,-0.0602896195851
4.1,-0.0479872212672
4.105,-0.0398676383775
4.11,-0.027811288026
4.115,-0.0196917051362
4.12,-0.0155088897081
4.125,-0.00738930681837
4.13,-0.0032064913903
4.135,0.00491309149947
4.14,0.00884985896118
4.145,0.00884985896118
4.15,0.016969441851
4.155,0.021152257279
4.16,0.016969441851
4.165,0.016969441851
4.17,0.016969441851
4.175,0.016969441851
4.18,0.0130326743893
4.185,0.0130326743893
4.19,0.00491309149947
4.195,0.000730276071408
4.2,-0.0032064913903
4.205,-0.00738930681837
4.21,-0.0196917051362
4.215,-0.027811288026
4.22,-0.0359308709158
4.225,-0.0440504538055
4.23,-0.0642263870468
4.235,-0.0723459699366
4.24,-0.0807116007927
4.245,-0.0969507665723
4.25,-0.113189932352
4.255,-0.125246282703
4.26,-0.145668263911
4.265,-0.157970662229
4.27,-0.17814659547
4.275,-0.198568576678
4.28,-0.218990557885
4.285,-0.243349306555
4.29,-0.267708055224
4.295,-0.292066803893
4.3,-0.316671600529
4.305,-0.34496711666
4.31,-0.369571913296
4.315,-0.397867429427
4.32,-0.422472226062
4.325,-0.454950557621
4.33,-0.479309306291
4.335,-0.515970453278
4.34,-0.544512017375
4.345,-0.576990348934
4.35,-0.601349097604
4.355,-0.642193060019
4.36,-0.674671391578
4.365,-0.703212955676
4.37,-0.735691287235
4.375,-0.764232851332
4.38,-0.800647950353
4.385,-0.825252746989
4.39,-0.861667846009
4.395,-0.894392225535
4.4,-0.918750974204
4.405,-0.943109722873
4.41,-0.963531704081
